item_id,n_subjects,pass_rate,benchmark
00b5a7264a08d13a,4,4.0,ultrafeedback
00b75b9d499be2b3,47,0.06382978723404255,mmlupro
00b7996fd5fd53e9,1,0.0,mmlupro
00b7ac688118645c,4,3.2142857142857144,ultrafeedback
00ba6564510c163a,4,3.7333333333333334,ultrafeedback
00bc3287e81bcb2a,10,0.3,hle
00bc3851391b2597,4,3.0,ultrafeedback
00bc6425c322a2a4,4,4.4375,ultrafeedback
00bc78a17d601c10,47,0.9148936170212766,mmlupro
00bcc4e01f3c2364,4,4.1875,ultrafeedback
00be1e53d7f57a62,4,4.4375,ultrafeedback
00bf3e6327b07e45,47,0.48936170212765956,mmlupro
00c067aad9344902,93,0.6881720430107527,bfcl
00c08204b11a9a3e,4,3.0,ultrafeedback
00c16a1c8b484931,4,4.4375,ultrafeedback
00c1afcbe48637d6,46,0.1956521739130435,mmlupro
00c2112f6ff52663,23,0.2608695652173913,afrimedqa
00c214727f864a74,4,3.9375,ultrafeedback
00c26f829e1a50d6,4,3.4375,ultrafeedback
00c296357736d07a,28,0.14,agentdojo
00c5284e09b3aa43,4,3.625,ultrafeedback
00c528dfea169d5f,247,0.4534412955465587,mmbench_v11
00c5625e9efbdc25,47,0.3404255319148936,mmlupro
00c5c8752933a7db,72,0.5887096774193549,livecodebench
00c5eeb036608248,4,3.25,ultrafeedback
00c6676e332b8ef0,263,0.30798479087452474,mathvista_mini
00c6e94816fae615,4,4.125,ultrafeedback
00c804f306139981,4,3.1875,ultrafeedback
00c81f9d295e857e,4,3.4,ultrafeedback
00c86e994e8b9b80,7,1.0,afrimedqa
00c8cc9e59c3de20,4,3.4,ultrafeedback
00c906658564f1b2,47,0.3191489361702128,mmlupro
00c9e3ccb332016f,4,4.875,ultrafeedback
00c9f4bcf904fe01,47,0.6595744680851063,mmlupro
00ca9cb82d489631,4,2.9375,ultrafeedback
00cad80dcb6a75ae,47,0.3829787234042553,mmlupro
00cb2ec0fea4103e,7,0.8571428571428571,afrimedqa
00cb3f5e3941aad9,4,4.125,ultrafeedback
00cccb93e8268b2c,243,0.9835390946502057,mmbench_v11
00cdc17b1dac396a,4,3.625,ultrafeedback
00cdcca6d792f55a,4,3.0625,ultrafeedback
00ce0eddbc46e653,251,0.796812749003984,ai2d_test
00ceb60d035f9bea,4,3.933333333333333,ultrafeedback
00cf81414c7689ce,4,4.5625,ultrafeedback
00d0fb5c886f0c62,242,0.512396694214876,mmbench_v11
00d191a48ccb082b,4,4.133333333333334,ultrafeedback
00d19603fb69edcd,45,0.5777777777777777,mmlupro
00d1ed120d00e743,4,3.8125,ultrafeedback
00d29b3f70ae84a7,4,3.5,ultrafeedback
00d4342839eaf8eb,238,0.9831932773109243,mmbench_v11
00d6c4a932ee45bf,4,3.5625,ultrafeedback
00d70723ae7b2f27,1,1.0,hle
00d7bec759b29265,7,1.0,afrimedqa
00d882411a6635b9,46,0.6086956521739131,mmlupro
00d97eda8ff347db,23,0.21739130434782608,afrimedqa
00d9d7a4caea4ad6,4,2.8125,ultrafeedback
00da47e0ff90110a,4,4.0,ultrafeedback
00da76dce59b4429,4,4.6875,ultrafeedback
00dac6d93b1094c5,47,0.1702127659574468,mmlupro
00db42fd40d3e66f,118,0.5463576158940397,rewardbench
00db699c8e65aa5f,7,0.42857142857142855,afrimedqa
00dbf7cc4718caac,4,3.375,ultrafeedback
00dc29a4497aa356,47,0.3617021276595745,mmlupro
00dca9293e3534b4,4,3.1875,ultrafeedback
00dcbea66862f3b6,46,0.7608695652173914,mmlupro
00de031548479bf9,244,0.5204918032786885,mmbench_v11
00de3303fe4d247e,4,4.75,ultrafeedback
00df5f67b46fe484,47,0.6808510638297872,mmlupro
00df640c04eea819,4,4.1875,ultrafeedback
00dfc8c77c8acc56,250,0.528,ai2d_test
00e133ef5e442580,243,0.4607438016528926,mmbench_v11
00e2648b7920ed52,28,0.11363636363636363,agentdojo
00e2adacbb643475,7,0.42857142857142855,afrimedqa
00e39b0e2acbbfb5,4,3.9375,ultrafeedback
00e405fbd5104a85,92,0.5652173913043478,bfcl
00e5548c52f4ca15,4,4.0625,ultrafeedback
00e55b042465cef4,4,3.1875,ultrafeedback
00e5dad8bee1eaff,4,2.5625,ultrafeedback
00e60873441e5c13,23,0.5652173913043478,afrimedqa
00e7ce8683a97992,235,0.5191489361702127,mmbench_v11
00e832e4a8fc67a9,4,3.6875,ultrafeedback
00e8773e95557a85,4,3.625,ultrafeedback
00e88206d26fe5c6,4,4.5,ultrafeedback
00e997ff965b2089,4,4.1875,ultrafeedback
00eca9eac3bfd7e1,4,3.1875,ultrafeedback
00ed2d371c670f99,47,0.35106382978723405,mmlupro
00ed67c149d96ab8,1,0.0,mmlupro
00eee7641235d923,47,0.7872340425531915,mmlupro
00ef06dc2b036796,46,0.8478260869565217,mmlupro
00ef688f30b552ae,93,0.0,bfcl
00ef8636c4fb9fd7,4,3.1875,ultrafeedback
00f082e9ec73c639,4,3.6875,ultrafeedback
00f14648e4b429e2,4,4.0,ultrafeedback
00f17609afc135ec,46,0.45652173913043476,mmlupro
00f1d56ad9cc9837,4,4.25,ultrafeedback
00f383c094f8c363,4,2.8125,ultrafeedback
00f4223c32146a59,4,3.8125,ultrafeedback
00f4d03de1040cb1,4,3.625,ultrafeedback
00f56df074d8ce79,23,1.0,afrimedqa
00f57c5687ae0344,4,4.1875,ultrafeedback
00f5999a1b8b6d72,4,3.9375,ultrafeedback
00f5e20a24f15bfd,4,3.9375,ultrafeedback
00f5f48ffee718bf,7,0.8571428571428571,afrimedqa
00f6697e9fadd031,47,0.3617021276595745,mmlupro
00f69d711e39f632,4,3.6875,ultrafeedback
00f7c3db249c1609,47,0.2765957446808511,mmlupro
00f8ab43dbaabe9a,4,4.0,ultrafeedback
00f9801714ce1198,245,0.10204081632653061,mmbench_v11
00f9a76c77203f5c,250,0.388,ai2d_test
00fb4ccd8cdfe2cc,4,4.625,ultrafeedback
00fbbf8b2b533f23,4,3.6875,ultrafeedback
00fc6f0285380a04,242,0.8677685950413223,mmbench_v11
00fcc1ee5b4a09d6,4,3.9375,ultrafeedback
00fd43122dc7383f,4,3.75,ultrafeedback
00fd7ec08625003f,4,4.5625,ultrafeedback
00fdbe54003c947b,4,3.75,ultrafeedback
00fe1485b0f6591a,118,0.7781456953642384,rewardbench
0100a4394962f769,23,0.9565217391304348,afrimedqa
0100b01ca7c87825,4,3.4375,ultrafeedback
010135d190003457,47,0.9361702127659575,mmlupro
0101cc5fe8c52b4a,4,2.9375,ultrafeedback
0102d164670b7f2e,47,0.5319148936170213,mmlupro
0103ac43ba442a2b,4,4.1875,ultrafeedback
0104e6211cca71ea,238,0.8571428571428571,mmbench_v11
01062b8cf65d9215,4,4.3125,ultrafeedback
01063e78dbe4e03e,46,0.4782608695652174,mmlupro
010647982b275928,34,7.852941176470588,mtbench
010672aca4844082,4,4.375,ultrafeedback
0106a97e948c72c2,242,0.18181818181818182,mmbench_v11
0107539b1ec7ed6b,47,0.2978723404255319,mmlupro
0107a226c79fedb4,4,3.5,ultrafeedback
0108c6101a428410,4,3.4375,ultrafeedback
010955f0b3c5d4b5,4,4.4375,ultrafeedback
010967fb0237cdcd,4,4.75,ultrafeedback
01099d2998ab3ee2,4,2.533333333333333,ultrafeedback
010aa5b019261242,4,4.8125,ultrafeedback
010bc7a2169d529b,23,1.0,afrimedqa
010cb649e8e30e4e,7,0.8571428571428571,afrimedqa
010dd2a4976324a5,248,0.8024193548387096,mmbench_v11
010deb035dd15b68,47,0.9361702127659575,mmlupro
010e2e9c7ea2781c,47,0.2127659574468085,mmlupro
010e42c25a0245f9,47,0.3404255319148936,mmlupro
010ed8ee78776e24,118,0.4735099337748344,rewardbench
011006facea37cef,4,4.75,ultrafeedback
0110a9283f26141c,253,0.5454545454545454,ai2d_test
01115b9aa47b663d,4,4.375,ultrafeedback
01119adeffba8cf0,47,0.9787234042553191,mmlupro
0111ad9ca20d3c76,4,4.375,ultrafeedback
01121895469b870f,4,4.5,ultrafeedback
0112b9a8b9d65874,4,4.75,ultrafeedback
0113013bd77fdc05,47,0.5319148936170213,mmlupro
011322c036a6e6f8,4,3.5,ultrafeedback
011324291d25a1bf,47,0.8085106382978723,mmlupro
0113cf3b2e31089a,4,4.6875,ultrafeedback
0113d61a18e48458,4,2.0,ultrafeedback
0114478ac3fea273,1,0.0,mmlupro
01153ca5c214d1f6,7,1.0,afrimedqa
0116861f89b2aab6,248,0.9637096774193549,mmbench_v11
0116b4eaa3f958cb,4,3.25,ultrafeedback
01173e5b55f649e3,250,0.804,ai2d_test
01175e693416a807,47,0.723404255319149,mmlupro
011764257433b57d,4,3.0625,ultrafeedback
01183c0d3f8a1cfa,4,4.1875,ultrafeedback
0118678bc18198d6,47,0.2765957446808511,mmlupro
01188b497e61ecbf,247,0.9919028340080972,ai2d_test
0118e3fa9a46d734,4,2.75,ultrafeedback
01192b98f36a4da0,4,3.6875,ultrafeedback
0119db822e298630,249,0.9799196787148594,mmbench_v11
0119f56b617479c1,93,0.8172043010752689,bfcl
011a530b05a5bb86,23,0.8260869565217391,afrimedqa
011a94df7a082296,4,4.5,ultrafeedback
011b65e727a5055f,4,3.625,ultrafeedback
011cc82e46d7df0f,4,4.4375,ultrafeedback
011d222c3583e8a9,47,0.1702127659574468,mmlupro
011e03759c4b49d9,118,0.6589403973509934,rewardbench
011e78a5426883a7,4,3.8125,ultrafeedback
011ee837cb307c96,4,3.4375,ultrafeedback
011f54ab0ecc9ad4,4,3.9375,ultrafeedback
011fc69e75c3ad2c,6,0.0,agentdojo
012046d09fa32833,4,4.4375,ultrafeedback
012054fe1e64f296,4,4.5,ultrafeedback
012074fb37daa69d,4,3.7333333333333334,ultrafeedback
0120aea2adcefe5d,4,3.0,ultrafeedback
012113d8826c5d32,4,4.25,ultrafeedback
012247fcf5139692,4,2.8125,ultrafeedback
0122a003e284552e,4,3.6875,ultrafeedback
012658f25b3f8856,4,4.75,ultrafeedback
0128d61903374e04,263,0.23574144486692014,mathvista_mini
01291e0d975283bc,47,0.1276595744680851,mmlupro
012a52d07e6ba4b5,93,0.4946236559139785,bfcl
012ad89c84088ec6,4,3.125,ultrafeedback
012b79595e206c0f,4,3.25,ultrafeedback
012ce257aae7a816,4,4.4375,ultrafeedback
012d386053ae537d,4,4.1875,ultrafeedback
012d65bd19ab8364,48,0.3958333333333333,mmlupro
012dcde46799ef98,6,0.0,agentdojo
012e785e5d57c421,47,0.2127659574468085,mmlupro
012ec1274360024d,4,4.4375,ultrafeedback
012f7a7ac9509f12,47,0.23404255319148937,mmlupro
012fed3b6cac77dc,243,0.9835390946502057,mmbench_v11
013020b2d100af42,6,0.0,agentdojo
01309c78eb95adeb,4,3.4375,ultrafeedback
0130e70518f1ed19,249,0.4899598393574297,ai2d_test
01310ebde96d163d,4,4.1875,ultrafeedback
013215cf3e43acf8,23,0.9130434782608695,afrimedqa
01341030b81fc841,4,3.25,ultrafeedback
01365de42f1a0d13,23,1.0,afrimedqa
0136db735fab271d,4,4.625,ultrafeedback
013816a46a3a7453,4,4.5625,ultrafeedback
0139101aa0914151,4,2.8125,ultrafeedback
0139fc2c83c0e6f2,4,2.5625,ultrafeedback
013ace547d2d5391,47,0.9787234042553191,mmlupro
013ad85c530858b1,4,4.4375,ultrafeedback
013c0ddf544def4a,4,4.5625,ultrafeedback
013c4fd384f55a55,4,4.6875,ultrafeedback
013c8e6bc30228fc,4,3.3125,ultrafeedback
013c90bf7752ab96,4,4.4375,ultrafeedback
013d38a1c18e7518,93,0.7849462365591398,bfcl
013e8767d42c2599,236,0.8728813559322034,mmbench_v11
013fa18c29fc4285,4,3.4375,ultrafeedback
01403b04616a1f07,4,2.375,ultrafeedback
0140cad2895f64b0,4,4.3125,ultrafeedback
0141ae1887d3a4ba,4,4.5,ultrafeedback
01432922c8f01897,4,4.0625,ultrafeedback
